,Ruta,Operador,Tipo de vuelo,Tipo de aeronave,Registro,Total a bordo,Pasajeros a bordo,Personal a bordo,Cantidad de fallecidos,Pasajeros fallecidos,Personal fallecidos,Accidente terrestre,Año,Tasa_Mortalidad_Anual
3040,"Near Carpish, Peru",Expresso Aéreo,Jananjui - Tocache - Tingo Maria - Lima,Yakovlev YAK-40,OB-1559,31.0,26.0,5.0,31.0,26.0,5.0,0.0,1994,100.0
3041,"New York, New York",Continental Airlines,New York City - Denver,McDonnell Douglas MD-82,N18835,116.0,110.0,6.0,0.0,0.0,0.0,0.0,1994,0.0
3042,"New Delhi, India",Sahara,Training,Boeing 737-2R4C,VT-SIA,4.0,0.0,4.0,4.0,0.0,4.0,0.0,1994,100.0
3043,"Off Malindi, Kenya",Military - U.S. Air Force,Mombasa - Mogadishu,Lockheed C-130H Hercules,69-6576,8.0,0.0,8.0,8.0,0.0,8.0,0.0,1994,100.0
3044,Near Nag,Military - Iranian Air Force,Tehran - Moscow,Lockheed Hercules C-130,5-8521,32.0,19.0,13.0,32.0,19.0,13.0,0.0,1994,100.0
3045,"Key West, Florida",Chalk's International Airlines,Key West Harbor - Key West,Grumman G-73T Turbo Mallard,N150FB,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1994,100.0
3046,"Spokane, Washington",Salair,Spokane - Portland,Douglas DC-3C,N3433Y,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1994,100.0
3047,"Weipa, Australia",Aurukun Air Services,Weipa - Aurukun,Britten-Norman BN-2A-21 Trislander,VH-JUU,6.0,5.0,1.0,6.0,5.0,1.0,0.0,1994,100.0
3048,"Near Mezhdurechensk, Russia",Aeroflot Russian International Airways,Moscow - Hong Kong,Airbus A310-304,F-OGQS,75.0,63.0,12.0,75.0,63.0,12.0,0.0,1994,100.0
3049,"Amsterdam, Netherlands",KLM Cityhopper,Amsterdam - Cardiff,Saab 340B,PH-KSH,24.0,21.0,3.0,3.0,2.0,1.0,0.0,1994,12.5
3050,"Kigali, Rwanda",Rwanda Government,"Tanzania - Kigali, Rwanda",Dassault Falcon 50,9XR-NN,12.0,9.0,3.0,12.0,9.0,3.0,0.0,1994,100.0
3051,"Ambato, Ecuador",TAME,Taura - Latacunga,de Havilland Canada DHC-6 Twin Otter 300,FAE450,17.0,14.0,3.0,17.0,14.0,3.0,0.0,1994,100.0
3052,"Nanga Pinoh, Indonesia",Dirgantara Air Services,Pontianak - Nanga Pinoh,Britten Norman BN-2A-21 Trislander,PK-ZAA,11.0,10.0,1.0,11.0,10.0,1.0,0.0,1994,100.0
3053,"Near Komaki, Aichi, Japan",China Airlines (Taiwan),Taipei - Nagoya,Airbus A300B4-622R,B-1816,271.0,256.0,15.0,264.0,249.0,15.0,0.0,1994,97.41697416974169
3054,"Sao Gabriel, Brazil",Rico Taxi Aero,Sao Paulo - Sao Gabriel,Embraer 110 Bandeirante,PT-GJW,16.0,14.0,2.0,8.0,6.0,2.0,0.0,1994,50.0
3055,"Loma Linda, Colombia",Arall,San Jose - Villavicencio,Pilatus Britten-Norman BN-2B-27 Islander,HK-2890,11.0,9.0,2.0,4.0,3.0,1.0,0.0,1994,36.36363636363637
3056,"Near Villavicencio, Colombia",Transoriente Colombia,Villavicencio - La Primavera - Puerto Carreno,Douglas DC-3 (C-53D-DO),HK-2213,29.0,26.0,3.0,7.0,4.0,3.0,0.0,1994,24.137931034482758
3057,"Near Campbeltown, Scotland",Military - Royal Air Force,Aldergrove AB - Fort George,Boeing Vertol Chinook HC-2 (helicopter),ZD576,29.0,25.0,4.0,29.0,25.0,4.0,0.0,1994,100.0
3058,"Near Xi'an, China",China Northwest Airlines,Xian - Guangzhou,Tupolev TU-154M,B-2610,160.0,146.0,14.0,160.0,146.0,14.0,0.0,1994,100.0
3059,"Near Uruapan, Mexico",Aerolineas Cuahonte,Lazaro - Cardenas - Michoacan,Swearingen SA.226TC Metro II,XA-SLU,9.0,7.0,2.0,9.0,7.0,2.0,0.0,1994,100.0
3060,"Mt.  Kalora, Indonesia",Merpati Nusantara Airlines,Balikpapan - Palu,Fokker F-27 Friendship 500F,PK-MFI,12.0,7.0,5.0,12.0,7.0,5.0,0.0,1994,100.0
3061,"Chantilly, Virginia",TAESA,Mexico City - Washington D.C.,Learjet 25D,XA-BBA,12.0,10.0,2.0,12.0,10.0,2.0,0.0,1994,100.0
3062,"Abidjan, Ivory Coast",Air Ivorie,San Pedro - Abidjan,Fokker F-27 Friendship 400M,TU-TIP,17.0,14.0,3.0,17.0,14.0,3.0,0.0,1994,100.0
3063,"Toulouse-Blagnac, France",Airbus Industrie,Toulouse - Toulouse,Airbus A330-321,F-WWKH,7.0,4.0,3.0,7.0,4.0,3.0,0.0,1994,100.0
3064,"Near Tidjika, Mauritania",Air Mauritanie,Nouakchott - Tidjikja,Fokker F-28 Fellowship 4000,5T-CLF,93.0,89.0,4.0,80.0,76.0,4.0,0.0,1994,86.02150537634408
3065,"Charlotte, North Carolina",USAir,"Columbia, SC - Charlotte, NC",McDonnell Douglas DC-9-30,N954VJ,57.0,52.0,5.0,37.0,37.0,0.0,0.0,1994,64.91228070175438
3066,"Hanalei, Hawaii",Air Taxi - Papillion Helicopters Ltd.,"Lihue, HI - Lihue, HI",Aerospatiale AS350D,N151BH,7.0,6.0,1.0,3.0,3.0,0.0,0.0,1994,42.857142857142854
3067,"Near Fort de France, Martinique",Air Martinique,Bridgetown - Fort de France,Britten-Norman BN-2B-26 Islander,8P-TAD,6.0,5.0,1.0,6.0,5.0,1.0,0.0,1994,100.0
3068,"Boma, Democratic Republic Congo",Sankuru Air Service,Training,Yakovlev 40D,RA-87256,9.0,5.0,4.0,5.0,3.0,2.0,0.0,1994,55.55555555555556
3069,"Colon, Panama",Alas Chiricanas,Colon - Panama City,Embraer 110P1 Bandeirante,HP-1202AC,21.0,18.0,3.0,21.0,18.0,3.0,0.0,1994,100.0
3070,"East Kalimantan, Indonesia",Airfast Services,Kilo Lima - Kelawit,Sikorsky S-58ET,PK-OBT,18.0,16.0,2.0,18.0,16.0,2.0,0.0,1994,100.0
3071,"Kodiak, Alaska",Air Taxi - Uyak Air Services Inc.,Sightseeing,de Havilland DHC-2,N126UA,7.0,6.0,1.0,6.0,5.0,1.0,0.0,1994,85.71428571428571
3072,"Cheju, South Korea",Korean Airlines,Seoul - Cheju,Airbus A300B4-622R,HL-7296,160.0,152.0,8.0,0.0,0.0,0.0,0.0,1994,0.0
3073,"Alsworth, Alaska",Air Taxi - Talon Air Services Inc.,"Caribou Lake, AK - Nikiski, AK",de Havilland DHC-2,N17394,3.0,2.0,1.0,3.0,2.0,1.0,0.0,1994,100.0
3074,"Whiting, New Jersey",Air Taxi - National Helicopters,"New York, NY - Atlantic City, NJ",Bell 206L-4,N124NH,3.0,2.0,1.0,3.0,2.0,1.0,0.0,1994,100.0
3075,"Near Agadir, Morocco",Royal Air Maroc,Agadir - Casablanca,Aerospatiale ATR-42-300,CN-CDT,44.0,40.0,4.0,44.0,40.0,4.0,0.0,1994,100.0
3076,"Near Aliquippa, Pennsylvania",USAir,Chicago - Pittsburgh,Boeing B-737-3B7,N513AU,132.0,127.0,5.0,132.0,127.0,5.0,0.0,1994,100.0
3077,"Near Abuja, Nigeria",Aerocontroctors - Charter,Lagos - Abuja,de Havilland Canada DHC-6 Twin Otter 300,5N-ATQ,5.0,3.0,2.0,3.0,2.0,1.0,0.0,1994,60.0
3078,"Fish Egg Inlet, Canada",Pacific Coastal Airlines,Fish Egg Inlet - Pruth Bay,de Havilland Canada DHC-6 Twin Otter 100,C-FDMR,4.0,2.0,2.0,3.0,2.0,1.0,0.0,1994,75.0
3079,"Tamanrasset, Algeria",Oriental Airlines,Tunis - Tamanrasset,BAC One-Eleven 515FB,5N-IMO,39.0,32.0,7.0,5.0,3.0,2.0,0.0,1994,12.82051282051282
3080,"Kowloon Bay, Hong Kong",Heavylift Cargo Airlines,Hong Kong - Jakarta,Lockheed L-100-30 Hercules,PK-PLV,12.0,6.0,6.0,6.0,3.0,3.0,0.0,1994,50.0
3081,"Near Vanavera, Russia",Cheremshanka Airlines,Krasnoyarsk - Tura,Yakovlev YAK-40,RA-87468,28.0,24.0,4.0,28.0,24.0,4.0,0.0,1994,100.0
3082,"Bahia Negra, Paraguay",TAM Paraguay,Bahia Negra - Asuncion,Douglas C-47D,FAP2009,27.0,25.0,2.0,1.0,0.0,1.0,0.0,1994,3.7037037037037033
3083,"Chaibukha, Russia",Arsenyev Aviation Production Association,Chaibukha - Provedenia,Antonov AN-8,RA-27209,20.0,13.0,7.0,8.0,3.0,5.0,0.0,1994,40.0
3084,"Mitu, Colombia",SELVA,Villavicencio - Mitu,Antonov AN-32B,HK3929X,10.0,5.0,5.0,10.0,5.0,5.0,0.0,1994,100.0
3085,"Krakas Mountains, near Natanz , Iran",Iran Asseman Airlines,Isfahan - Terhan,Fokker F-28 Fellowship 1000,EP-PAV,66.0,59.0,7.0,66.0,59.0,7.0,0.0,1994,100.0
3086,"Near Formoso do Aragala, Brazil",Military - Brazilian Air Force,Rio de Janeiro - Belem,Lockheed C-130E,C-130-2460,21.0,15.0,6.0,21.0,15.0,6.0,0.0,1994,100.0
3087,"Near Ust'-Ilimsk, Russia",Aeronica,Yushno - Ust Ilimsk,Antonov AN-12A,RA-11790,23.0,16.0,7.0,23.0,16.0,7.0,0.0,1994,100.0
3088,"Roselawn, Indiana",American Eagle,Indianapolis - Chicago,ATR-72-212,N401AM,68.0,64.0,4.0,68.0,64.0,4.0,0.0,1994,100.0
3089,"Off Cozumel, Mexico",Transportes Aereos Pegaso,Cozumel - Chichen Itza,Bell 212,XA-SVS,14.0,13.0,1.0,14.0,13.0,1.0,0.0,1994,100.0
3090,"Near Nabire, Indonesia",Trigana Air Service,Nabire - Obano,de Havilland Canada DHC-6 Twin Otter 100,PK-YNM,4.0,2.0,2.0,4.0,2.0,2.0,0.0,1994,100.0
3091,"Saposa, Peru",SA Amazonica,Trujillo - Saposa,Yakovlev YAK-40,OB-1569,30.0,26.0,4.0,6.0,5.0,1.0,0.0,1994,20.0
3092,"Avenal, California",Ameriflight,Burbank - Oakland,Beechcraft C99,N63995,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1994,100.0
3093,Papua New Guinea,Southwest Air,Selbang - Bolvovip,Britten Norman BN-2A Trislander,P2-SWC,7.0,6.0,1.0,7.0,6.0,1.0,0.0,1994,100.0
3094,Pacific Ocean,Philippine Air Lines,Manila - Cebu - Tokyo,Boeing B-747-200,EI-BWF,293.0,273.0,20.0,1.0,1.0,0.0,0.0,1994,0.3412969283276451
3095,"Morrisville, North Carolina",American Eagle,Greensboro - Raleigh,British Aerospace Jetstream 3201,N918AE,20.0,18.0,2.0,15.0,13.0,2.0,0.0,1994,75.0
3096,"Papua, New Guinea",Missionary Aviation Fellowship,Tabubil - Selbang,de Havilland Canada DHC-6 Twin Otter 200,P2-MFS,28.0,26.0,2.0,28.0,26.0,2.0,0.0,1994,100.0
3097,"Coventry, England",Phoenix Aviation,East Midlands - Coventry,Boeing 737-2D6C,7T-VEE,5.0,0.0,5.0,5.0,0.0,5.0,0.0,1994,100.0
3098,"Algiers Airport, Algeria",Air France,Alger - Paris,Airbus A300B2-1C,F-GBEC,239.0,227.0,12.0,3.0,3.0,0.0,0.0,1994,1.2552301255230125
3099,"Near Van, Turkey",Turkish Airlines (THY),Ankara - Van,Boeing B-737-4Y0,TC-JES,76.0,69.0,7.0,57.0,52.0,5.0,0.0,1994,75.0
3100,"Isfahan, Iran",Military - Iranian Air Force,Isfahan - Tehran,Lockheed 1329 Jetstar 8,1003,12.0,6.0,6.0,12.0,6.0,6.0,0.0,1995,100.0
3101,"Off Flores Island, Inodnesia",Merpati Nusantara Airlines,Bima - Ruteng,de Havilland Canada DHC-6 Twin Otter 300,PK-NUK,14.0,10.0,4.0,14.0,10.0,4.0,0.0,1995,100.0
3102,"Cartagena, Colombia",Intercontinental de Aviacion,Bogota - Cartagena,McDonnell Douglas DC-9-14,HK-3839X,52.0,47.0,5.0,51.0,46.0,5.0,0.0,1995,98.07692307692307
3103,"Los Angeles, California",Air Taxi - Wolfe Air Aviation Ltd.,"Los Angeles, CA - Burbank, CA",Bell 206B,N2209P,4.0,3.0,1.0,2.0,2.0,0.0,0.0,1995,50.0
3104,"Kathmandu, Nepal",Royal Nepal Airlines,Kathmandu - Rumjatar,de Havilland Canada DHC-6 Twin Otter 300,9N-ABI,24.0,21.0,3.0,2.0,1.0,1.0,0.0,1995,8.333333333333332
3105,"Near Krasnoyarsk, Russia",Abakan Airlines,Krasnoyarsk - Abakan,Let 410UVP,RA-67120,19.0,17.0,2.0,3.0,1.0,2.0,0.0,1995,15.789473684210526
3106,"Le Bourget, France",Leadair - Charter,Paris - Romania,Dassault Falcon 20E,F-GHLN,10.0,7.0,3.0,10.0,7.0,3.0,0.0,1995,100.0
3107,"Kansas City, Missouri",ATI,Kansas City - Chicopee,McDonnell Douglas DC-8-63F,N782AL,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1995,100.0
3108,"Ossora, Russia",Aeroflot,Petropavlovsk -  Ossora,Antonov 26B,RA-26084,10.0,4.0,6.0,9.0,3.0,6.0,0.0,1995,90.0
3109,"Near Balotesti, Romania",TAROM (Transporturile Aeriene Romane),Bucharest - Brussel,Airbus A310-324,YR-LCC,60.0,49.0,11.0,60.0,49.0,11.0,0.0,1995,100.0
3110,"Lagos, Nigeria",Bristow Helicopters,Port Harcourt - Lagos,de Havilland Canada DHC-6 Twin Otter 300,5N-AJQ,9.0,7.0,2.0,1.0,0.0,1.0,0.0,1995,11.11111111111111
3111,"Near Palaly AFB, Sri Lanka",Military - Sri Lanka Air Force,Anuradhapura - Palaly AFB,Hawker Siddeley HS-748-357/2B SCD,4R-HVA,52.0,49.0,3.0,52.0,49.0,3.0,0.0,1995,100.0
3112,"Sioux Falls, Ontario, Canada",Bearskin Airlines / Air Sandy,Red Lake - Sioux Lookout  / Sioux Lookout - Red Lake,Swear. SA-227CC Metro 23/Piper Navajo,C-GYYB/ C-GYPZ,8.0,5.0,3.0,8.0,5.0,3.0,0.0,1995,100.0
3113,"Quito, Ecuador",American Jet,Buenos Aires - La Paz - Quito,Grumman Gulfstream II,N409MA,7.0,5.0,2.0,7.0,5.0,2.0,0.0,1995,100.0
3114,"Cerro San Jeronimo, Colombia",ADES Colombia,Mitu - Villavicencio,Curtiss C-46F,HK-3079G,9.0,5.0,4.0,9.0,5.0,4.0,0.0,1995,100.0
3115,"Near Boise, Idaho",Military - U.S. Air Force,"Boise, ID - Colorado Springs, CO",Lockheed C-130E Hercules,62-1838,6.0,0.0,6.0,6.0,0.0,6.0,0.0,1995,100.0
3116,"Near Leeds, England",Knight Air,Leeds - Aberdeen,Embraer 110 P1 Bandeirante,G-OEAA,12.0,9.0,3.0,12.0,9.0,3.0,0.0,1995,100.0
3117,"Miraflores, Colombia",LACOL,Villavicencio - Miraflores,Douglas DC-3C,HK-3213,11.0,9.0,2.0,2.0,2.0,0.0,0.0,1995,18.181818181818183
3118,"Near Palmerston North, New Zealand",Ansett New Zealand,Auckland - Palmerston North,de Havilland Canada DHC-8-102,ZK-NEY,21.0,18.0,3.0,5.0,4.0,1.0,0.0,1995,23.809523809523807
3119,"Herputchi, Russia",Aeroflot,Poliny - Nikolayevsk-on-Amur,Antonov AN-2,RA-07743,14.0,12.0,2.0,13.0,11.0,2.0,0.0,1995,92.85714285714286
3120,"Near Cuvela, Angola",Military - Angolan Air Force,Ondjiva - Catumbela,CASA 212-200 Aviocar,T401,48.0,45.0,3.0,48.0,45.0,3.0,0.0,1995,100.0
3121,"Lagos, Nigeria",Harka Air Services,Kaduna - Lagos,Tupolev TU-134A,RA-65617,80.0,74.0,6.0,16.0,16.0,0.0,0.0,1995,20.0
3122,"La Romana, Dominican Republic",Salair,"Santo Domingo - Aguadilla, Puerto Rico",Convair CV-440,N356SA,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1995,100.0
3123,"Kiunga, Papua New Guinea",Garamut Aviation,Port Moresby - Tabubil,de Havilland Canada C-7A Caribou,P2-VTC,3.0,1.0,2.0,3.0,1.0,2.0,0.0,1995,100.0
3124,"Gumey, Papua New Guinea",Milne Bay Air,Alotou - Dagura,de Havilland Canada DHC-6 Twin Otter 300,P2-MBI,15.0,13.0,2.0,15.0,13.0,2.0,0.0,1995,100.0
3125,"Near Antananivo, Madagascar",Military - Madagascar Air Force,Maintirano - Antananivo,Douglas C-47A,5R-MMG,34.0,29.0,5.0,34.0,29.0,5.0,0.0,1995,100.0
3126,"Johannesburg, South Africa",Aero Air,Johannesburg - Jamba,Antonov An-2R,RA-05708,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1995,100.0
3127,"Near Kaimana, Indonesia",Bourag Indonesia Airlines,Tual - Langgar - Kaimana,Hawker Siddeley HS-748 2A,PK-KHL,10.0,6.0,4.0,10.0,6.0,4.0,0.0,1995,100.0
3128,"Mt. Chichontepec, San Vincente, El Salvador",Aviateca,Guatemala City - San Salvador,Boeing B-737-2H6,N125GU,65.0,58.0,7.0,65.0,58.0,7.0,0.0,1995,100.0
3129,"Nevada del Huila, Colombia",AIRES Colombia,Neiva - Cali,Embraer 110P1 Bandeirante,HK-2594,10.0,8.0,2.0,10.0,8.0,2.0,0.0,1995,100.0
3130,"Near Carrollton, Georgia",Atlantic Southeast Airlines,Atlanta - Gulfport,Embraer 120-RT Brasilia,N256AS,29.0,26.0,3.0,10.0,9.0,1.0,0.0,1995,34.48275862068966
3131,"Near Farewell, Alaska",North Star Air Cargo,Farewell - Anchorage,Shorts SC-7 Skyvan,N30GA,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1995,100.0
3132,"Beaver Dam, Arizona",Adventure Airlines,"Las Vegas, NV - W. Yellowstone, MT",Cessna 421C Golden Eagle,N6234G,8.0,7.0,1.0,8.0,7.0,1.0,0.0,1995,100.0
3133,"Toronto, Ontario, Canada",Military - Royal Air Force,Air Show,British Aerospace Nimrod MR-2P,XV239,7.0,0.0,7.0,7.0,0.0,7.0,0.0,1995,100.0
3134,"Near La Macarena, Colombia",SAETA,Villavicencio - La Macarena,CASA 212 Aviocar 200,FAC1152,22.0,18.0,4.0,21.0,17.0,4.0,0.0,1995,95.45454545454545
3135,"Jalalabad, Afghanistan",Ariana Afghan Airlines,Kabul - Jalalabad,Antonov AN-26B,YA-BAO,51.0,44.0,7.0,3.0,3.0,0.0,0.0,1995,5.88235294117647
3136,"Off Colombo, Sri Lanka",Military - Sri Lanka Air Force,Ratmalana - Palali base,Antonov AN-32,CR861,81.0,76.0,5.0,81.0,76.0,5.0,0.0,1995,100.0
3137,"Tawau,  Malaysia",Malaysia Airlines,Kota Kinabalu - Tawau,Fokker 50,9M-MGH,53.0,49.0,4.0,34.0,32.0,2.0,0.0,1995,64.15094339622641
3138,"Near Moron, Mongolia",MIAT - Mongolian Airlines,Ulan Bator - Moron,Antonov AN-24RV,BNMAU-10103,43.0,37.0,6.0,42.0,36.0,6.0,0.0,1995,97.67441860465115
3139,"Anchorage, Alaska",Military - U.S. Air Force,Anchorage-Elmendorf AFB - Anchorage-Elmendorf AFB,Boeing B-707 (E-3B),77-0354,24.0,20.0,4.0,24.0,20.0,4.0,0.0,1995,100.0
3140,"Sterligov Cape, Russia",Norilsk Flight Company,Cape Chelyuskin - Sterligov Cope,Mil Mi-8T,RA-24553,15.0,10.0,5.0,15.0,10.0,5.0,0.0,1995,100.0
3141,"Campbell River, British Columbia, Canada",Western Straits Air,Triumph Bay - Campbell River,De Havilland Dash-3,C-FEBX,10.0,9.0,1.0,8.0,7.0,1.0,0.0,1995,80.0
3142,"Gunung Antara, Indonesia",Sabang Merauke Raya Air Charter,Medan - Meulaboh,CASA 212,PK-ZAG,14.0,12.0,2.0,1.0,0.0,1.0,0.0,1995,7.142857142857142
3143,"Near Luyaba, Argentina",Military - Argentine Air Force,Comodoro Rivadavia - Cordoba,Fokker F-27 Friendship 500,TC-72,53.0,48.0,5.0,53.0,48.0,5.0,0.0,1995,100.0
3144,"Kaduna, Nigeria",Nigeria Airways,Jos - Kano,Boeing B-737-2F9,5N-AUA,137.0,129.0,8.0,9.0,9.0,0.0,0.0,1995,6.569343065693431
3145,"Off Jaffna Peninsula , Sri Lanka",Military - Sri Lanka Air Force,Colombo - Palay AFB,Antonov AN-32,CR862,63.0,57.0,6.0,63.0,57.0,6.0,0.0,1995,100.0
3146,"Near Douala, Cameroon",Cameroon Airlines,Cotonou - Douala,Boeing B-737-2K9,TJ-CBE,78.0,72.0,6.0,72.0,68.0,4.0,0.0,1995,92.3076923076923
3147,"Near Nakhichevan, Azerbaijan, Russia",Azerbaijani Airlines,Nakhichevan - Baku,Tupolev TU-134B-3,4K-65703,82.0,76.0,6.0,54.0,52.0,2.0,0.0,1995,65.85365853658537
3148,"Near Grossevichi, Russia",Far East Aviation,Yushno - Khabarovk,Tupolev TU-154B,RA-85164,98.0,90.0,8.0,98.0,90.0,8.0,0.0,1995,100.0
3149,"Verona  - Villafranca, Italy",Romanian Banat Air,Verona - Timisoara,Antonov AN-24B,YR-AMR,49.0,41.0,8.0,49.0,41.0,8.0,0.0,1995,100.0
3150,"Cahungula, Angola",Trans Service Airlift,Jamba Airport - ?,Lockheed L-188C Electra,9Q-CRR,144.0,139.0,5.0,141.0,137.0,4.0,0.0,1995,97.91666666666666
3151,"Near Buga, Valle del Cauca, Colombia",American Airlines,Miami - Cali,Boeing B-757-223,N651AA,164.0,156.0,8.0,160.0,152.0,8.0,0.0,1995,97.5609756097561
3152,"Bagasin, Papua New Guinea",Island Airways,Madang - Bundi,Britten Norman BN-2A-21 Trislander,P2-NAM,12.0,11.0,1.0,2.0,1.0,1.0,0.0,1995,16.666666666666664
3153,"Off Bridgetown, Barbados",Mustique Airways,Union Island - Bridgetown,Britten-Norman BN-2A-27 Islander,J8-VAK,10.0,9.0,1.0,1.0,1.0,0.0,0.0,1996,10.0
3154,"Kinshasa, Zaire",African Air,Kinshasa - Kahemba,Antonov AN-32B,RA-26222,6.0,0.0,6.0,2.0,0.0,2.0,225.0,1996,33.33333333333333
3155,"Near Kano, Nigeria",Military - Nigerian Air Force,Lagos - Kano,British Aerospace BAe-125-700B,5N-AXO,14.0,10.0,4.0,14.0,10.0,4.0,0.0,1996,100.0
3156,"Asuncion, Paraguay",Lineas Aereas del Caribe,Asuncion - Campina Grande,McDonnell Douglas DC-8-55F,HK-3979X,4.0,1.0,3.0,4.0,1.0,3.0,24.0,1996,100.0
3157,"St. Johns, Arizona",Business Air Connection,"St. Johns, AZ - Brownsville, TX",ConvairCV-440,N131T,4.0,2.0,2.0,4.0,2.0,2.0,0.0,1996,100.0
3158,"Off Puerto Plata, Domincan Republic","Alas Nacionales, leased from Birgen Air",Puerto Plata - Gander,Boeing B-757-225,TC-GEN,189.0,176.0,13.0,189.0,176.0,13.0,0.0,1996,100.0
3159,"Port-au-Prince, Hati",Hati Express,Port-au-Prince - Cap Haitien,GAF Nomad N-24A,N224E,15.0,13.0,2.0,11.0,9.0,2.0,0.0,1996,73.33333333333333
3160,"Near Lukapa, Angola",Aero Tropical,Ludana - Lukapa,Antonov 12BP,ER-ACE,8.0,3.0,5.0,8.0,3.0,5.0,0.0,1996,100.0
3161,"Arequipa, Peru",Compania de Aviacion Faucett SA (Peru),Lima - Arequipa,Boeing B-737-222,OB-1451,123.0,117.0,6.0,123.0,117.0,6.0,0.0,1996,100.0
3162,"Near Dubrovnik, Croatia",Military - U.S. Air Force,Tizla - Dubrovnik,Boeing B-737-T43,73-1149,35.0,29.0,6.0,35.0,29.0,6.0,0.0,1996,100.0
3163,"Near Petropavlovsk, Russia",Krasnoyarskie Avialinii,Novosibirsk - Petropavlovsk,Ilyushin IL-76TD,RA-76752,20.0,11.0,9.0,20.0,11.0,9.0,0.0,1996,100.0
3164,"Off Matsu Island, Taiwan",Formosa Airlines,Taipei - Matsu Island,Dornier 228-212,B-12257,17.0,15.0,2.0,6.0,6.0,0.0,0.0,1996,35.294117647058826
3165,"Cheyenne, Wyoming",Private,"Cheyenne, WY - Lincoln, NE",Cessna 177B,N35207,3.0,2.0,1.0,3.0,2.0,1.0,0.0,1996,100.0
3166,"Near Haj Yousif, Sudan",Federal Airlines,Wadi Halfa - Khartoum,Antonov AN-24,ST-FAG,53.0,48.0,5.0,53.0,48.0,5.0,0.0,1996,100.0
3167,"Otaez, Mexico",Aeroservicios Empresariales de Durango,Durango - Otaez,de Havilland Canada DHC-6 Twin Otter 200,XA-SWJ,19.0,17.0,2.0,16.0,14.0,2.0,0.0,1996,84.21052631578947
3168,"Everglades, Miami, Florida",ValuJet,Miami - Atlanta,McDonnell Douglas DC-9-32,N904VJ,110.0,105.0,5.0,110.0,105.0,5.0,0.0,1996,100.0
3169,"Oumba, Papua New Guinea",Milne Bay Air,Menyamya - Marakawa,Britten Norman BN-2A-20 Trislander,P2-ISD,10.0,9.0,1.0,1.0,1.0,0.0,0.0,1996,10.0
3170,"Griesta, United Kingdom",Loganair,Inverness - Lerwick,Britten-Norman BN-2A-26 Islander,G-BEDZ,3.0,2.0,1.0,3.0,2.0,1.0,0.0,1996,100.0
3171,"Kinshasa, Democratic Republic Congo",Hoseba,"Kinshasa, Congo  - Athens, Greece",Ilyushin 76MD,UR-76539,10.0,2.0,8.0,10.0,2.0,8.0,0.0,1996,100.0
3172,"Rasht, Iran",Iran Air,Training,Boeing 727-286,EP-IRU,7.0,0.0,7.0,7.0,0.0,7.0,0.0,1996,100.0
3173,"Fukuoka, Japan",Garuda Indonesia Airlines,Fukuoka - Denpasar,McDonnell Douglas DC-10-30,PK-GIE,275.0,260.0,15.0,3.0,3.0,0.0,0.0,1996,1.090909090909091
3174,"Shanghai, China",China Flying Dragon Aviation (Feilong Airlines),Dalian - Shanghai,Harbin Yunshuji Y-12-II,B-3822,12.0,9.0,3.0,2.0,1.0,1.0,0.0,1996,16.666666666666664
3175,"Pensacola, Florida",Delta Air Lines,Pensacola - Atlanta,McDonnell Douglas MD-88,N927DA,142.0,137.0,5.0,2.0,2.0,0.0,0.0,1996,1.4084507042253522
3176,"Papua, New Guinea",Milne Bay Air,Bosavi - Mendi,de Havilland Canada DHC-6 Twin Otter 300,P2-MBB,20.0,19.0,1.0,20.0,19.0,1.0,0.0,1996,100.0
3177,"Near Kanda, India",Archana Airlines,Delhi - Shimla - Kulu,Let 410,VT-ETC,9.0,6.0,3.0,9.0,6.0,3.0,0.0,1996,100.0
3178,"Near Eindhoven, The Netherlands",Military - Belgian Air Force,"Villafranca, Italy - Eindhoven AB",Lockheed C-130H,CH-06,41.0,37.0,4.0,34.0,30.0,4.0,0.0,1996,82.92682926829268
3179,"Near Playa del Carmen, Mexico",Aerolatino (Aerocaribe),Holvox Island - Playa del Carmen,de Havilland Canada DHC-6 Twin Otter 300,XA-TCF,18.0,16.0,2.0,1.0,1.0,0.0,0.0,1996,5.555555555555555
3180,"Off East Moriches, New York",Trans World Airlines,New York City - Paris,Boeing B-747-131,N93119,230.0,212.0,18.0,230.0,212.0,18.0,0.0,1996,100.0
3181,"Russian Mission, Alaska",Northern Air Cargo,Emmonak - Aniak,Douglas DC-6A,N313RS,4.0,1.0,3.0,4.0,1.0,3.0,0.0,1996,100.0
3182,"Near Mergui, Manmar",Myanmar Airways,Rangoon - Mergui,Fokker F-27 Friendship 600,XY-AET,49.0,44.0,5.0,8.0,8.0,0.0,0.0,1996,16.3265306122449
3183,"Markham Bay, Canada",First Air,Iqaluit - Markham Bay,de Havilland Canada DHC-6 Twin Otter 300,C-GNDN,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1996,100.0
